cosmx_threshold,f1_gain,f1_loss,f1_mean,accuracy_3class
0.007271,0.5739130434782609,0.08866995073891626,0.3312914971085886,0.7532693984306887
0.007253,0.5739130434782609,0.08823529411764706,0.331074168797954,0.7523975588491717
0.074916,0.47058823529411764,0.19047619047619047,0.33053221288515405,0.9084568439407149
0.075977,0.47058823529411764,0.19047619047619047,0.33053221288515405,0.9084568439407149
0.007251,0.5689655172413793,0.08823529411764706,0.3286004056795132,0.7506538796861377
0.007173,0.5665236051502146,0.08823529411764706,0.32737944963393084,0.7497820401046208
0.00711,0.5641025641025641,0.08823529411764706,0.3261689291101056,0.7489102005231038
0.007153,0.5641025641025641,0.08823529411764706,0.3261689291101056,0.7489102005231038
0.007036,0.559322033898305,0.08823529411764706,0.32377866400797606,0.7471665213600698
0.006792,0.559322033898305,0.08780487804878048,0.32356345597354275,0.7462946817785527
0.006668,0.5569620253164557,0.08780487804878048,0.32238345168261806,0.7454228421970357
0.006352,0.5546218487394958,0.08780487804878048,0.32121336339413814,0.7445510026155188
0.006564,0.5546218487394958,0.08780487804878048,0.32121336339413814,0.7445510026155188
0.006182,0.55,0.08780487804878048,0.31890243902439025,0.7428073234524848
0.006274,0.55,0.08780487804878048,0.31890243902439025,0.7428073234524848
0.006171,0.5454545454545454,0.08780487804878048,0.31662971175166293,0.7410636442894507
0.081526,0.4444444444444444,0.18867924528301888,0.3165618448637316,0.9145597210113339
0.005972,0.5432098765432098,0.08780487804878048,0.31550737729599515,0.7401918047079338
0.006081,0.5432098765432098,0.08780487804878048,0.31550737729599515,0.7401918047079338
0.081518,0.4444444444444444,0.18518518518518517,0.31481481481481477,0.9136878814298169
0.005812,0.5387755102040817,0.08780487804878048,0.31329019412643105,0.7384481255448997
0.080731,0.44,0.18518518518518517,0.3125925925925926,0.9128160418482999
0.081055,0.44,0.18518518518518517,0.3125925925925926,0.9128160418482999
0.005753,0.5365853658536586,0.08780487804878048,0.3121951219512195,0.7375762859633828
0.005692,0.5344129554655871,0.08780487804878048,0.3111089167571838,0.7367044463818657
0.005717,0.5344129554655871,0.08780487804878048,0.3111089167571838,0.7367044463818657
0.080709,0.44,0.18181818181818182,0.3109090909090909,0.911944202266783
0.080551,0.44,0.17857142857142858,0.3092857142857143,0.9110723626852659
0.005627,0.5301204819277109,0.08780487804878048,0.30896267998824567,0.7349607672188317
0.076464,0.45544554455445546,0.16129032258064516,0.3083679335675503,0.9067131647776809
0.077602,0.45544554455445546,0.16129032258064516,0.3083679335675503,0.9067131647776809
0.005567,0.528,0.08780487804878048,0.30790243902439024,0.7340889276373147
0.080393,0.44,0.17543859649122806,0.30771929824561406,0.9102005231037489
0.005466,0.5258964143426295,0.08780487804878048,0.30685064619570496,0.7332170880557978
0.005513,0.5258964143426295,0.08780487804878048,0.30685064619570496,0.7332170880557978
0.005446,0.5238095238095238,0.08737864077669903,0.3055940822931114,0.7314734088927637
0.079328,0.44,0.1694915254237288,0.3047457627118644,0.9084568439407149
0.079958,0.44,0.1694915254237288,0.3047457627118644,0.9084568439407149
0.005416,0.5217391304347826,0.08737864077669903,0.3045588856057408,0.7306015693112468
0.085043,0.4444444444444444,0.16326530612244897,0.3038548752834467,0.916303400174368
0.005266,0.5196850393700787,0.08737864077669903,0.30353184007338885,0.7297297297297297
0.079018,0.44,0.16666666666666666,0.30333333333333334,0.9075850043591979
0.005187,0.5176470588235295,0.08737864077669903,0.3025128498001142,0.7288578901482128
0.083382,0.4444444444444444,0.16,0.3022222222222222,0.9154315605928509
0.078675,0.44,0.16393442622950818,0.3019672131147541,0.9067131647776809
0.005181,0.515625,0.08737864077669903,0.3015018203883495,0.7279860505666957
0.004934,0.5076923076923077,0.09523809523809523,0.30146520146520145,0.7227550130775937
0.005179,0.515625,0.08695652173913043,0.3012907608695652,0.7271142109851787
